x1,y1,x2,y2,x3,y3,d12,d23,d13,v1,v2,v3
0.424877,-0.466362,-0.426160,-0.767669,-0.362693,-0.828961,0.575161,0.585733,0.648371,0.782091,0.327692,0.611000
0.422717,-0.465981,-0.424001,-0.769226,-0.360493,-0.831131,0.577241,0.592280,0.651196,0.781007,0.326277,0.607453
0.420551,-0.465600,-0.421836,-0.770776,-0.358292,-0.833282,0.579318,0.598716,0.654005,0.779923,0.324865,0.603941
0.418379,-0.465220,-0.419664,-0.772318,-0.356090,-0.835414,0.581392,0.605042,0.656799,0.778838,0.323457,0.600464
0.416200,-0.464841,-0.417486,-0.773852,-0.353886,-0.837528,0.583461,0.611259,0.659578,0.777752,0.322052,0.597022
0.414015,-0.464462,-0.415302,-0.775379,-0.351680,-0.839623,0.585528,0.617367,0.662340,0.776666,0.320650,0.593613
0.411823,-0.464085,-0.413110,-0.776899,-0.349473,-0.841700,0.587591,0.623370,0.665087,0.775579,0.319252,0.590238
0.409625,-0.463709,-0.410913,-0.778410,-0.347265,-0.843759,0.589650,0.629266,0.667818,0.774492,0.317857,0.586894
0.407421,-0.463333,-0.408709,-0.779914,-0.345056,-0.845800,0.591706,0.635058,0.670533,0.773405,0.316465,0.583582
0.405211,-0.462958,-0.406499,-0.781410,-0.342845,-0.847823,0.593758,0.640746,0.673232,0.772317,0.315077,0.580301
0.402994,-0.462584,-0.404283,-0.782899,-0.340633,-0.849828,0.595807,0.646332,0.675915,0.771229,0.313693,0.577050
0.400772,-0.462211,-0.402060,-0.784380,-0.338419,-0.851815,0.597852,0.651816,0.678582,0.770140,0.312312,0.573829
0.398543,-0.461839,-0.399831,-0.785853,-0.336205,-0.853785,0.599893,0.657200,0.681233,0.769051,0.310935,0.570638
0.396309,-0.461468,-0.397597,-0.787319,-0.333989,-0.855737,0.601931,0.662484,0.683868,0.767961,0.309561,0.567475
0.394069,-0.461098,-0.395356,-0.788777,-0.331772,-0.857671,0.603964,0.667669,0.686486,0.766871,0.308191,0.564340
0.391822,-0.460728,-0.393109,-0.790228,-0.329554,-0.859589,0.605995,0.672756,0.689089,0.765781,0.306825,0.561233
0.389570,-0.460359,-0.390857,-0.791670,-0.327335,-0.861489,0.608021,0.677746,0.691674,0.764690,0.305462,0.558153
0.387312,-0.459991,-0.388598,-0.793105,-0.325115,-0.863372,0.610044,0.682639,0.694244,0.763599,0.304104,0.555100
0.385049,-0.459625,-0.386334,-0.794533,-0.322894,-0.865238,0.612062,0.687438,0.696797,0.762508,0.302749,0.552073
0.382780,-0.459258,-0.384064,-0.795952,-0.320672,-0.867087,0.614077,0.692141,0.699334,0.761416,0.301398,0.549072
0.380505,-0.458893,-0.381788,-0.797364,-0.318449,-0.868918,0.616089,0.696751,0.701854,0.760324,0.300051,0.546096
0.378224,-0.458529,-0.379506,-0.798769,-0.316225,-0.870734,0.618096,0.701268,0.704357,0.759231,0.298707,0.543146
0.375939,-0.458165,-0.377219,-0.800165,-0.314001,-0.872532,0.620099,0.705692,0.706844,0.758138,0.297368,0.540220
0.373647,-0.457803,-0.374927,-0.801554,-0.311775,-0.874314,0.622099,0.710025,0.709314,0.757045,0.296032,0.537318
0.371350,-0.457441,-0.372628,-0.802936,-0.309549,-0.876079,0.624094,0.714266,0.711767,0.755951,0.294701,0.534440
0.369048,-0.457080,-0.370325,-0.804309,-0.307322,-0.877828,0.626086,0.718418,0.714204,0.754858,0.293373,0.531586
0.366741,-0.456720,-0.368016,-0.805675,-0.305094,-0.879560,0.628074,0.722479,0.716623,0.753763,0.292050,0.528755
0.364428,-0.456361,-0.365701,-0.807034,-0.302865,-0.881276,0.630058,0.726452,0.719026,0.752669,0.290730,0.525947
0.362110,-0.456003,-0.363381,-0.808384,-0.300636,-0.882975,0.632037,0.730336,0.721412,0.751574,0.289415,0.523162
0.359787,-0.455645,-0.361056,-0.809727,-0.298406,-0.884658,0.634013,0.734133,0.723780,0.750479,0.288103,0.520399
0.357458,-0.455289,-0.358726,-0.811063,-0.296175,-0.886325,0.635985,0.737843,0.726132,0.749384,0.286796,0.517657
0.355125,-0.454933,-0.356390,-0.812390,-0.293944,-0.887976,0.637952,0.741465,0.728466,0.748288,0.285493,0.514938
0.352786,-0.454578,-0.354050,-0.813710,-0.291712,-0.889611,0.639916,0.745002,0.730783,0.747192,0.284194,0.512240
0.350443,-0.454224,-0.351704,-0.815022,-0.289479,-0.891230,0.641876,0.748454,0.733083,0.746096,0.282899,0.509563
0.348095,-0.453871,-0.349353,-0.816327,-0.287246,-0.892833,0.643831,0.751821,0.735366,0.745000,0.281608,0.506907
0.345741,-0.453519,-0.346997,-0.817624,-0.285013,-0.894420,0.645782,0.755103,0.737631,0.743903,0.280321,0.504272
0.343383,-0.453168,-0.344637,-0.818913,-0.282779,-0.895991,0.647729,0.758301,0.739878,0.742806,0.279039,0.501658
0.341020,-0.452817,-0.342271,-0.820195,-0.280545,-0.897546,0.649672,0.761416,0.742108,0.741709,0.277760,0.499063
0.338652,-0.452467,-0.339900,-0.821468,-0.278310,-0.899086,0.651611,0.764448,0.744321,0.740612,0.276486,0.496489
0.336280,-0.452119,-0.337525,-0.822735,-0.276075,-0.900610,0.653546,0.767398,0.746516,0.739514,0.275216,0.493934
0.333903,-0.451771,-0.335145,-0.823993,-0.273839,-0.902118,0.655476,0.770265,0.748693,0.738417,0.273950,0.491400
0.331521,-0.451424,-0.332760,-0.825244,-0.271603,-0.903611,0.657402,0.773051,0.750853,0.737319,0.272689,0.488884
0.329135,-0.451077,-0.330371,-0.826487,-0.269367,-0.905088,0.659324,0.775756,0.752994,0.736220,0.271432,0.486388
0.326744,-0.450732,-0.327977,-0.827723,-0.267130,-0.906549,0.661242,0.778380,0.755118,0.735122,0.270179,0.483912
0.324349,-0.450388,-0.325578,-0.828951,-0.264893,-0.907996,0.663155,0.780924,0.757224,0.734023,0.268930,0.481454
0.321949,-0.450044,-0.323175,-0.830171,-0.262656,-0.909426,0.665064,0.783388,0.759312,0.732925,0.267686,0.479015
0.319545,-0.449701,-0.320767,-0.831383,-0.260419,-0.910842,0.666969,0.785772,0.761382,0.731826,0.266446,0.476595
0.317136,-0.449359,-0.318355,-0.832588,-0.258182,-0.912242,0.668870,0.788077,0.763434,0.730727,0.265210,0.474193
0.314723,-0.449018,-0.315938,-0.833785,-0.255944,-0.913627,0.670766,0.790304,0.765467,0.729627,0.263978,0.471810
0.312306,-0.448678,-0.313517,-0.834975,-0.253706,-0.914996,0.672658,0.792451,0.767482,0.728528,0.262751,0.469445
0.309885,-0.448339,-0.311092,-0.836157,-0.251468,-0.916350,0.674545,0.794521,0.769480,0.727428,0.261529,0.467098
0.307459,-0.448001,-0.308663,-0.837331,-0.249230,-0.917689,0.676428,0.796513,0.771458,0.726328,0.260310,0.464769
0.305030,-0.447663,-0.306229,-0.838498,-0.246992,-0.919013,0.678307,0.798427,0.773419,0.725228,0.259096,0.462459
0.302596,-0.447326,-0.303791,-0.839657,-0.244754,-0.920322,0.680181,0.800264,0.775360,0.724128,0.257886,0.460166
0.300158,-0.446990,-0.301349,-0.840808,-0.242516,-0.921616,0.682051,0.802025,0.777284,0.723028,0.256681,0.457891
0.297716,-0.446655,-0.298903,-0.841952,-0.240277,-0.922894,0.683916,0.803708,0.779188,0.721927,0.255480,0.455634
0.295271,-0.446321,-0.296452,-0.843088,-0.238039,-0.924158,0.685777,0.805315,0.781074,0.720827,0.254283,0.453395
0.292821,-0.445988,-0.293998,-0.844216,-0.235801,-0.925406,0.687634,0.806846,0.782942,0.719726,0.253091,0.451173
0.290367,-0.445656,-0.291540,-0.845337,-0.233563,-0.926640,0.689486,0.808301,0.784790,0.718625,0.251903,0.448969
0.287910,-0.445324,-0.289078,-0.846450,-0.231325,-0.927858,0.691333,0.809680,0.786620,0.717524,0.250720,0.446782
0.285449,-0.444993,-0.286612,-0.847556,-0.229087,-0.929062,0.693177,0.810984,0.788430,0.716423,0.249541,0.444612
0.282984,-0.444663,-0.284142,-0.848654,-0.226850,-0.930251,0.695015,0.812213,0.790222,0.715322,0.248366,0.442460
0.280515,-0.444334,-0.281668,-0.849744,-0.224612,-0.931425,0.696849,0.813366,0.791995,0.714220,0.247196,0.440326
0.278043,-0.444006,-0.279191,-0.850827,-0.222375,-0.932584,0.698679,0.814445,0.793748,0.713119,0.246030,0.438209
0.275567,-0.443679,-0.276710,-0.851902,-0.220138,-0.933728,0.700503,0.815449,0.795483,0.712017,0.244869,0.436109
0.273087,-0.443353,-0.274225,-0.852970,-0.217901,-0.934857,0.702324,0.816379,0.797198,0.710915,0.243712,0.434026
0.270604,-0.443027,-0.271737,-0.854029,-0.215664,-0.935971,0.704140,0.817234,0.798893,0.709814,0.242560,0.431961
0.268117,-0.442702,-0.269244,-0.855082,-0.213428,-0.937071,0.705951,0.818016,0.800570,0.708712,0.241412,0.429913
0.265627,-0.442378,-0.266749,-0.856127,-0.211191,-0.938156,0.707757,0.818723,0.802226,0.707610,0.240268,0.427882
0.263134,-0.442055,-0.264250,-0.857164,-0.208956,-0.939226,0.709559,0.819356,0.803864,0.706508,0.239129,0.425869
0.260637,-0.441733,-0.261747,-0.858193,-0.206720,-0.940282,0.711357,0.819916,0.805481,0.705405,0.237994,0.423873
0.258136,-0.441412,-0.259241,-0.859215,-0.204485,-0.941322,0.713149,0.820402,0.807080,0.704303,0.236864,0.421894
0.255633,-0.441091,-0.256732,-0.860230,-0.202250,-0.942348,0.714938,0.820814,0.808658,0.703201,0.235738,0.419933
0.253126,-0.440772,-0.254219,-0.861236,-0.200016,-0.943359,0.716721,0.821153,0.810216,0.702098,0.234617,0.417989
0.250616,-0.440453,-0.251703,-0.862236,-0.197782,-0.944356,0.718500,0.821419,0.811755,0.700996,0.233500,0.416063
0.248103,-0.440135,-0.249184,-0.863227,-0.195548,-0.945338,0.720274,0.821611,0.813273,0.699893,0.232388,0.414154
0.245586,-0.439818,-0.246661,-0.864211,-0.193315,-0.946305,0.722043,0.821730,0.814772,0.698791,0.231280,0.412262
0.243067,-0.439502,-0.244136,-0.865188,-0.191083,-0.947257,0.723808,0.821776,0.816250,0.697688,0.230176,0.410389
0.240544,-0.439186,-0.241607,-0.866157,-0.188851,-0.948195,0.725568,0.821749,0.817708,0.696585,0.229077,0.408532
0.238019,-0.438872,-0.239075,-0.867118,-0.186619,-0.949118,0.727323,0.821649,0.819146,0.695482,0.227983,0.406694
0.235490,-0.438558,-0.236540,-0.868072,-0.184388,-0.950027,0.729074,0.821476,0.820564,0.694379,0.226893,0.404873
0.232959,-0.438245,-0.234002,-0.869019,-0.182158,-0.950921,0.730819,0.821230,0.821961,0.693276,0.225807,0.403071
0.230424,-0.437933,-0.231461,-0.869958,-0.179928,-0.951800,0.732561,0.820911,0.823337,0.692173,0.224726,0.401286
0.227887,-0.437622,-0.228917,-0.870889,-0.177699,-0.952664,0.734297,0.820519,0.824693,0.691070,0.223649,0.399519
0.225347,-0.437312,-0.226370,-0.871813,-0.175470,-0.953514,0.736028,0.820053,0.826028,0.689967,0.222577,0.397771
0.222804,-0.437002,-0.223820,-0.872729,-0.173243,-0.954349,0.737755,0.819515,0.827343,0.688864,0.221509,0.396041
0.220258,-0.436694,-0.221267,-0.873638,-0.171015,-0.955170,0.739477,0.818904,0.828637,0.687761,0.220446,0.394329
0.217709,-0.436386,-0.218712,-0.874539,-0.168789,-0.955976,0.741194,0.818220,0.829909,0.686657,0.219387,0.392635
0.215158,-0.436079,-0.216154,-0.875433,-0.166563,-0.956767,0.742907,0.817463,0.831161,0.685554,0.218333,0.390961
0.212604,-0.435773,-0.213593,-0.876319,-0.164338,-0.957544,0.744614,0.816633,0.832391,0.684451,0.217283,0.389305
0.210048,-0.435468,-0.211029,-0.877198,-0.162113,-0.958306,0.746317,0.815729,0.833601,0.683347,0.216238,0.387668
0.207489,-0.435163,-0.208463,-0.878070,-0.159890,-0.959053,0.748015,0.814752,0.834789,0.682244,0.215197,0.386050
0.204927,-0.434860,-0.205894,-0.878934,-0.157667,-0.959785,0.749708,0.813702,0.835956,0.681140,0.214160,0.384451
0.202363,-0.434557,-0.203322,-0.879790,-0.155445,-0.960503,0.751396,0.812578,0.837101,0.680037,0.213128,0.382872
0.199797,-0.434255,-0.200748,-0.880639,-0.153224,-0.961206,0.753079,0.811381,0.838224,0.678933,0.212101,0.381312
0.197228,-0.433954,-0.198172,-0.881480,-0.151003,-0.961895,0.754758,0.810110,0.839326,0.677830,0.211078,0.379772
0.194657,-0.433654,-0.195593,-0.882314,-0.148784,-0.962569,0.756432,0.808765,0.840407,0.676726,0.210059,0.378251
0.192083,-0.433355,-0.193012,-0.883141,-0.146565,-0.963228,0.758100,0.807346,0.841465,0.675623,0.209045,0.376751
0.189507,-0.433056,-0.190428,-0.883960,-0.144348,-0.963872,0.759764,0.805854,0.842501,0.674519,0.208036,0.375271
0.186929,-0.432759,-0.187842,-0.884772,-0.142131,-0.964502,0.761423,0.804286,0.843516,0.673415,0.207031,0.373812
0.184348,-0.432462,-0.185253,-0.885576,-0.139915,-0.965116,0.763077,0.802645,0.844508,0.672312,0.206030,0.372373
0.181765,-0.432166,-0.182662,-0.886373,-0.137700,-0.965716,0.764726,0.800929,0.845478,0.671208,0.205034,0.370956
0.179180,-0.431870,-0.180069,-0.887162,-0.135486,-0.966301,0.766371,0.799138,0.846426,0.670104,0.204042,0.369559
0.176593,-0.431576,-0.177474,-0.887944,-0.133274,-0.966872,0.768010,0.797272,0.847351,0.669000,0.203054,0.368184
0.174004,-0.431283,-0.174877,-0.888719,-0.131062,-0.967427,0.769644,0.795331,0.848254,0.667897,0.202072,0.366830
0.171413,-0.430990,-0.172277,-0.889486,-0.128851,-0.967968,0.771274,0.793315,0.849133,0.666793,0.201093,0.365498
0.168820,-0.430698,-0.169676,-0.890246,-0.126641,-0.968493,0.772898,0.791223,0.849991,0.665689,0.200119,0.364189
0.166224,-0.430407,-0.167072,-0.890999,-0.124432,-0.969004,0.774518,0.789055,0.850825,0.664585,0.199149,0.362901
0.163627,-0.430117,-0.164466,-0.891744,-0.122225,-0.969500,0.776133,0.786811,0.851636,0.663482,0.198184,0.361637
0.161028,-0.429827,-0.161859,-0.892481,-0.120018,-0.969981,0.777742,0.784491,0.852424,0.662378,0.197224,0.360395
0.158427,-0.429539,-0.159249,-0.893212,-0.117813,-0.970447,0.779347,0.782094,0.853189,0.661274,0.196267,0.359177
0.155824,-0.429251,-0.156637,-0.893935,-0.115609,-0.970898,0.780947,0.779620,0.853930,0.660170,0.195315,0.357982
0.153219,-0.428964,-0.154024,-0.894650,-0.113406,-0.971334,0.782542,0.777069,0.854648,0.659066,0.194368,0.356811
0.150613,-0.428678,-0.151408,-0.895359,-0.111204,-0.971754,0.784132,0.774441,0.855343,0.657962,0.193425,0.355665
0.148004,-0.428393,-0.148791,-0.896060,-0.109004,-0.972160,0.785716,0.771734,0.856013,0.656859,0.192486,0.354542
0.145394,-0.428109,-0.146172,-0.896753,-0.106804,-0.972550,0.787296,0.768949,0.856660,0.655755,0.191552,0.353445
0.142783,-0.427825,-0.143552,-0.897440,-0.104606,-0.972926,0.788871,0.766086,0.857283,0.654651,0.190622,0.352373
0.140169,-0.427542,-0.140929,-0.898119,-0.102409,-0.973286,0.790441,0.763144,0.857882,0.653547,0.189697,0.351327
0.137554,-0.427260,-0.138305,-0.898790,-0.100214,-0.973631,0.792006,0.760122,0.858456,0.652443,0.188776,0.350306
0.134938,-0.426979,-0.135679,-0.899455,-0.098019,-0.973960,0.793566,0.757021,0.859006,0.651339,0.187859,0.349312
0.132319,-0.426699,-0.133052,-0.900112,-0.095826,-0.974274,0.795120,0.753840,0.859532,0.650235,0.186947,0.348345
0.129700,-0.426419,-0.130423,-0.900762,-0.093635,-0.974573,0.796670,0.750578,0.860032,0.649132,0.186039,0.347405
0.127079,-0.426141,-0.127792,-0.901404,-0.091444,-0.974856,0.798215,0.747235,0.860508,0.648028,0.185136,0.346493
0.124456,-0.425863,-0.125160,-0.902039,-0.089256,-0.975124,0.799755,0.743811,0.860959,0.646924,0.184237,0.345608
0.121832,-0.425586,-0.122526,-0.902667,-0.087068,-0.975377,0.801290,0.740305,0.861385,0.645820,0.183342,0.344752
0.119206,-0.425310,-0.119891,-0.903288,-0.084882,-0.975614,0.802819,0.736717,0.861786,0.644716,0.182452,0.343925
0.116580,-0.425034,-0.117255,-0.903902,-0.082697,-0.975835,0.804344,0.733046,0.862161,0.643612,0.181566,0.343127
0.113951,-0.424760,-0.114617,-0.904508,-0.080514,-0.976040,0.805864,0.729292,0.862511,0.642509,0.180684,0.342360
0.111322,-0.424486,-0.111978,-0.905107,-0.078332,-0.976230,0.807378,0.725453,0.862835,0.641405,0.179807,0.341622
0.108691,-0.424213,-0.109337,-0.905699,-0.076152,-0.976404,0.808888,0.721531,0.863133,0.640301,0.178934,0.340916
0.106059,-0.423941,-0.106696,-0.906283,-0.073973,-0.976563,0.810392,0.717523,0.863405,0.639197,0.178065,0.340241
0.103426,-0.423670,-0.104052,-0.906861,-0.071796,-0.976705,0.811892,0.713430,0.863650,0.638093,0.177201,0.339598
0.100792,-0.423399,-0.101408,-0.907431,-0.069620,-0.976831,0.813386,0.709251,0.863869,0.636989,0.176341,0.338987
0.098156,-0.423130,-0.098763,-0.907994,-0.067446,-0.976942,0.814875,0.704985,0.864062,0.635886,0.175485,0.338410
0.095520,-0.422861,-0.096116,-0.908550,-0.065273,-0.977036,0.816360,0.700632,0.864228,0.634782,0.174633,0.337866
0.092882,-0.422593,-0.093468,-0.909098,-0.063102,-0.977114,0.817839,0.696191,0.864367,0.633678,0.173786,0.337356
0.090244,-0.422326,-0.090819,-0.909640,-0.060932,-0.977176,0.819313,0.691661,0.864479,0.632574,0.172943,0.336882
0.087604,-0.422059,-0.088169,-0.910174,-0.058765,-0.977222,0.820782,0.687042,0.864563,0.631470,0.172105,0.336443
0.084963,-0.421793,-0.085518,-0.910701,-0.056598,-0.977251,0.822246,0.682333,0.864620,0.630367,0.171270,0.336040
0.082322,-0.421529,-0.082866,-0.911221,-0.054434,-0.977264,0.823705,0.677533,0.864649,0.629263,0.170440,0.335674
0.079679,-0.421265,-0.080213,-0.911734,-0.052271,-0.977261,0.825159,0.672642,0.864650,0.628159,0.169614,0.335346
0.077036,-0.421001,-0.077559,-0.912240,-0.050110,-0.977241,0.826608,0.667659,0.864623,0.627055,0.168793,0.335056
0.074391,-0.420739,-0.074904,-0.912739,-0.047950,-0.977204,0.828052,0.662582,0.864568,0.625952,0.167975,0.334805
0.071746,-0.420478,-0.072249,-0.913230,-0.045792,-0.977150,0.829491,0.657412,0.864484,0.624848,0.167162,0.334594
0.069100,-0.420217,-0.069592,-0.913715,-0.043636,-0.977080,0.830925,0.652147,0.864371,0.623744,0.166353,0.334423
0.066454,-0.419957,-0.066935,-0.914192,-0.041482,-0.976992,0.832353,0.646786,0.864230,0.622640,0.165548,0.334294
0.063806,-0.419698,-0.064276,-0.914662,-0.039329,-0.976888,0.833777,0.641329,0.864059,0.621537,0.164748,0.334207
0.061158,-0.419439,-0.061617,-0.915125,-0.037178,-0.976767,0.835195,0.635775,0.863858,0.620433,0.163951,0.334163
0.058510,-0.419182,-0.058958,-0.915581,-0.035029,-0.976628,0.836609,0.630122,0.863628,0.619329,0.163159,0.334163
0.055860,-0.418925,-0.056297,-0.916030,-0.032882,-0.976472,0.838017,0.624371,0.863367,0.618226,0.162370,0.334208
0.053210,-0.418669,-0.053636,-0.916472,-0.030736,-0.976299,0.839420,0.618519,0.863077,0.617122,0.161586,0.334299
0.050559,-0.418414,-0.050975,-0.916907,-0.028593,-0.976108,0.840819,0.612565,0.862756,0.616018,0.160806,0.334436
0.047908,-0.418159,-0.048312,-0.917335,-0.026451,-0.975899,0.842212,0.606510,0.862404,0.614914,0.160030,0.334621
0.045257,-0.417906,-0.045649,-0.917756,-0.024311,-0.975673,0.843600,0.600352,0.862021,0.613811,0.159259,0.334855
0.042604,-0.417653,-0.042986,-0.918170,-0.022173,-0.975429,0.844983,0.594088,0.861607,0.612707,0.158491,0.335139
0.039952,-0.417401,-0.040322,-0.918577,-0.020036,-0.975167,0.846361,0.587720,0.861161,0.611603,0.157727,0.335473
0.037299,-0.417150,-0.037658,-0.918977,-0.017902,-0.974886,0.847734,0.581245,0.860683,0.610500,0.156967,0.335860
0.034645,-0.416899,-0.034993,-0.919370,-0.015769,-0.974588,0.849102,0.574662,0.860172,0.609396,0.156212,0.336300
0.031991,-0.416650,-0.032327,-0.919756,-0.013639,-0.974271,0.850465,0.567970,0.859630,0.608292,0.155460,0.336794
0.029337,-0.416401,-0.029662,-0.920135,-0.011510,-0.973936,0.851823,0.561167,0.859054,0.607188,0.154712,0.337344
0.026683,-0.416153,-0.026996,-0.920507,-0.009383,-0.973582,0.853176,0.554253,0.858445,0.606085,0.153968,0.337950
0.024028,-0.415906,-0.024329,-0.920873,-0.007258,-0.973209,0.854524,0.547226,0.857803,0.604981,0.153228,0.338615
0.021373,-0.415659,-0.021662,-0.921231,-0.005136,-0.972817,0.855867,0.540085,0.857127,0.603877,0.152492,0.339340
0.018717,-0.415414,-0.018995,-0.921582,-0.003015,-0.972406,0.857204,0.532827,0.856417,0.602774,0.151760,0.340126
0.016062,-0.415169,-0.016328,-0.921927,-0.000895,-0.971976,0.858537,0.525453,0.855672,0.601670,0.151031,0.340974
0.013406,-0.414925,-0.013661,-0.922264,0.001222,-0.971527,0.859865,0.517960,0.854892,0.600566,0.150307,0.341886
0.010750,-0.414682,-0.010993,-0.922595,0.003337,-0.971058,0.861188,0.510348,0.854076,0.599462,0.149586,0.342863
0.008094,-0.414439,-0.008325,-0.922918,0.005450,-0.970569,0.862505,0.502613,0.853225,0.598359,0.148869,0.343908
0.005438,-0.414197,-0.005657,-0.923235,0.007562,-0.970061,0.863818,0.494755,0.852338,0.597255,0.148155,0.345022
0.002782,-0.413956,-0.002989,-0.923545,0.009671,-0.969532,0.865126,0.486772,0.851415,0.596151,0.147445,0.346207
0.000126,-0.413716,-0.000321,-0.923849,0.011779,-0.968983,0.866429,0.478663,0.850454,0.595047,0.146739,0.347464
-0.002531,-0.413477,0.002348,-0.924145,0.013884,-0.968413,0.867727,0.470426,0.849456,0.593944,0.146036,0.348795
-0.005187,-0.413238,0.005016,-0.924435,0.015988,-0.967823,0.869019,0.462058,0.848420,0.592840,0.145337,0.350203
-0.007843,-0.413001,0.007684,-0.924717,0.018090,-0.967212,0.870307,0.453559,0.847346,0.591736,0.144642,0.351689
-0.010499,-0.412764,0.010352,-0.924993,0.020190,-0.966580,0.871590,0.444926,0.846233,0.590632,0.143950,0.353256
-0.013155,-0.412527,0.013020,-0.925263,0.022288,-0.965926,0.872868,0.436158,0.845081,0.589528,0.143261,0.354905
-0.015811,-0.412292,0.015689,-0.925525,0.024384,-0.965251,0.874142,0.427252,0.843889,0.588425,0.142575,0.356639
-0.018466,-0.412057,0.018357,-0.925781,0.026478,-0.964555,0.875410,0.418208,0.842657,0.587321,0.141893,0.358461
-0.021122,-0.411823,0.021024,-0.926030,0.028571,-0.963836,0.876673,0.409021,0.841384,0.586217,0.141214,0.360372
-0.023777,-0.411590,0.023692,-0.926272,0.030662,-0.963095,0.877931,0.399692,0.840070,0.585113,0.140537,0.362376
-0.026432,-0.411358,0.026359,-0.926507,0.032751,-0.962331,0.879185,0.390218,0.838714,0.584009,0.139864,0.364474
-0.029087,-0.411126,0.029027,-0.926736,0.034839,-0.961545,0.880434,0.380596,0.837315,0.582905,0.139194,0.366670
-0.031741,-0.410896,0.031693,-0.926958,0.036925,-0.960736,0.881677,0.370825,0.835874,0.581801,0.138527,0.368967
-0.034395,-0.410666,0.034360,-0.927174,0.039010,-0.959903,0.882916,0.360903,0.834389,0.580697,0.137862,0.371367
-0.037049,-0.410436,0.037026,-0.927382,0.041093,-0.959047,0.884150,0.350828,0.832860,0.579593,0.137200,0.373873
-0.039703,-0.410208,0.039692,-0.927584,0.043175,-0.958167,0.885380,0.340597,0.831287,0.578489,0.136540,0.376489
-0.042356,-0.409980,0.042358,-0.927780,0.045255,-0.957263,0.886604,0.330209,0.829668,0.577385,0.135882,0.379217
-0.045008,-0.409753,0.045023,-0.927969,0.047334,-0.956334,0.887824,0.319663,0.828003,0.576281,0.135227,0.382060
-0.047660,-0.409527,0.047688,-0.928151,0.049413,-0.955381,0.889039,0.308955,0.826292,0.575177,0.134573,0.385023
-0.050312,-0.409302,0.050352,-0.928326,0.051490,-0.954403,0.890249,0.298086,0.824533,0.574073,0.133921,0.388108
-0.052963,-0.409077,0.053016,-0.928495,0.053566,-0.953400,0.891454,0.287052,0.822727,0.572968,0.133271,0.391318
-0.055614,-0.408853,0.055679,-0.928658,0.055642,-0.952370,0.892655,0.275855,0.820873,0.571864,0.132622,0.394656
-0.058264,-0.408630,0.058342,-0.928814,0.057718,-0.951315,0.893851,0.264491,0.818970,0.570760,0.131974,0.398126
-0.060914,-0.408408,0.061004,-0.928963,0.059793,-0.950234,0.895042,0.252962,0.817017,0.569656,0.131327,0.401731
-0.063562,-0.408186,0.063665,-0.929106,0.061868,-0.949127,0.896229,0.241267,0.815014,0.568551,0.130680,0.405473
-0.066211,-0.407965,0.066326,-0.929242,0.063943,-0.947992,0.897410,0.229408,0.812961,0.567447,0.130033,0.409355
-0.068858,-0.407745,0.068986,-0.929372,0.066019,-0.946831,0.898587,0.217387,0.810857,0.566343,0.129386,0.413378
-0.071505,-0.407526,0.071645,-0.929495,0.068096,-0.945643,0.899760,0.205206,0.808702,0.565238,0.128737,0.417544
-0.074151,-0.407308,0.074304,-0.929612,0.070174,-0.944427,0.900928,0.192872,0.806495,0.564134,0.128087,0.421852
-0.076797,-0.407090,0.076962,-0.929722,0.072253,-0.943183,0.902091,0.180392,0.804236,0.563029,0.127435,0.426302
-0.079441,-0.406873,0.079619,-0.929826,0.074335,-0.941912,0.903249,0.167776,0.801925,0.561924,0.126781,0.430891
-0.082085,-0.406657,0.082275,-0.929924,0.076420,-0.940614,0.904403,0.155040,0.799563,0.560820,0.126122,0.435615
-0.084728,-0.406441,0.084930,-0.930015,0.078508,-0.939288,0.905552,0.142206,0.797150,0.559715,0.125459,0.440466
-0.087371,-0.406226,0.087585,-0.930099,0.080600,-0.937934,0.906696,0.129306,0.794686,0.558610,0.124791,0.445434
-0.090012,-0.406012,0.090238,-0.930177,0.082696,-0.936554,0.907835,0.116385,0.792172,0.557505,0.124116,0.450501
-0.092652,-0.405799,0.092890,-0.930249,0.084799,-0.935147,0.908970,0.103513,0.789611,0.556400,0.123432,0.455647
-0.095292,-0.405587,0.095541,-0.930314,0.086909,-0.933715,0.910100,0.090795,0.787004,0.555296,0.122740,0.460842
-0.097931,-0.405375,0.098191,-0.930373,0.089026,-0.932258,0.911225,0.078400,0.784354,0.554190,0.122036,0.466046
-0.100568,-0.405164,0.100840,-0.930425,0.091153,-0.930779,0.912344,0.066608,0.781665,0.553085,0.121320,0.471203
-0.103205,-0.404954,0.103488,-0.930471,0.093291,-0.929278,0.913459,0.055895,0.778942,0.551980,0.120590,0.476241
-0.105841,-0.404744,0.106134,-0.930510,0.095441,-0.927760,0.914568,0.047076,0.776190,0.550875,0.119846,0.481062
-0.108475,-0.404536,0.108779,-0.930542,0.097606,-0.926226,0.915671,0.041391,0.773419,0.549770,0.119088,0.485541
-0.111109,-0.404328,0.111422,-0.930568,0.099785,-0.924682,0.916769,0.040154,0.770637,0.548664,0.118319,0.489527
-0.113741,-0.404121,0.114064,-0.930587,0.101980,-0.923130,0.917860,0.043730,0.767854,0.547559,0.117546,0.492877
-0.116372,-0.403914,0.116705,-0.930599,0.104192,-0.921577,0.918944,0.051148,0.765079,0.546453,0.116777,0.495513
